alcaldia_cumplimiento,colonia_cumpliemiento,Average of valor_unitario_suelo
MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC II SECCION,4675.716733
MIGUEL HIDALGO,SANTO TOMAS,2619.862434
MIGUEL HIDALGO,TACUBA,3588.742028
MIGUEL HIDALGO,TACUBAYA,3920.807199
MIGUEL HIDALGO,TLAXPANA,3682.64
MIGUEL HIDALGO,TORRE BLANCA,3715.091485
MIGUEL HIDALGO,UN HOGAR PARA NOSOTROS,2437.4
MIGUEL HIDALGO,VENTURA PEREZ DE ALVA,2970.45
MIGUEL HIDALGO,VERONICA ANZURES,9214.98886
MILPA ALTA,BARRIO CENTRO,554.4128977
MILPA ALTA,BARRIO CHALMITA,557.9368208
MILPA ALTA,BARRIO CRUZTITLA,673.2061325
MILPA ALTA,BARRIO LA CONCEPCION,689.78
MILPA ALTA,BARRIO LA LUPITA TETICPAC,391.7875879
MILPA ALTA,BARRIO LA LUPITA XOLCO,139.57
MILPA ALTA,BARRIO LA LUZ,671.3027985
MILPA ALTA,BARRIO LOS ANGELES,689.78
MILPA ALTA,BARRIO NOCHTLA,554.48
MILPA ALTA,BARRIO OCOTITLA,548.1575619
MILPA ALTA,BARRIO PANCHIMALCO,545.4846612
MILPA ALTA,BARRIO SAN AGUSTIN,463.6663014
MILPA ALTA,BARRIO SAN JOSE,413.8882796
MILPA ALTA,BARRIO SAN JUAN,538.8718868
MILPA ALTA,BARRIO SAN MARCOS,416.87
MILPA ALTA,BARRIO SAN MATEO,664.5208583
MILPA ALTA,BARRIO SAN MIGUEL,521.0609211
MILPA ALTA,BARRIO SAN MIGUEL PUEBLO SANTA ANA TLACOTENCO,412.7920588
MILPA ALTA,BARRIO SANTA CRUZ,596.5811633
MILPA ALTA,BARRIO SANTA MARTHA,655.4348065
MILPA ALTA,BARRIO TECAXTITLA,673.1317207
MILPA ALTA,BARRIO TENANTITLA,701.536308
MILPA ALTA,BARRIO TULA,554.48
MILPA ALTA,BARRIO XALTIPAC,746.34
MILPA ALTA,BARRIO XOCHITEPETL,682.2980859
MILPA ALTA,LA CONCHITA,568.5913706
MILPA ALTA,PUEBLO SAN AGUSTIN OHTENCO,433.6709231
MILPA ALTA,PUEBLO SAN BARTOLOME XICOMULCO,281.284779
MILPA ALTA,PUEBLO SAN FRANCISCO TECOXPA,516.4572727
MILPA ALTA,PUEBLO SAN JERONIMO MIACATLAN,587.9806195
MILPA ALTA,PUEBLO SAN JUAN TEPENAHUAC,294.9282143
MILPA ALTA,PUEBLO SAN LORENZO TLACOYUCAN,347.8618124
MILPA ALTA,PUEBLO SAN SALVADOR CUAUHTENCO,442.6532907
MILPA ALTA,VILLA MILPA ALTA CENTRO,689.78
MILPA ALTA,XALTIPAC,734.2975
MILPA ALTA,ZONA RUSTICA,334.6005934
TLAHUAC,AGRICOLA METROPOLITANA,1531.94
TLAHUAC,AMPLIACION  ZAPOTITLA,1148.05
TLAHUAC,AMPLIACION JOSE LOPEZ PORTILLO,822.36
TLAHUAC,AMPLIACION LA CONCHITA,789.0235537
TLAHUAC,AMPLIACION LOS OLIVOS,1536.263185
TLAHUAC,AMPLIACION SANTA CATARINA,819.23
TLAHUAC,AMPLIACION SELENE,964.3827294
TLAHUAC,BARRIO LA ASUNCION,964.22
TLAHUAC,BARRIO LA CONCEPCION PUEBLO SAN JUAN IXTAYOPAN,822.85
TLAHUAC,BARRIO LA GUADALUPE,204.78
TLAHUAC,BARRIO LA GUADALUPE PUEBLO SAN PEDRO TLAHUAC,827.2332836
TLAHUAC,BARRIO LA MAGDALENA,964.22
TLAHUAC,BARRIO LA SOLEDAD,808.7263539
TLAHUAC,BARRIO LOS REYES,787.9033422
TLAHUAC,BARRIO SAN AGUSTIN,558.4808955
TLAHUAC,BARRIO SAN AGUSTIN PUEBLO SAN JUAN IXTAYOPAN,822.85
TLAHUAC,BARRIO SAN ANDRES,964.22
TLAHUAC,BARRIO SAN BARTOLOME,555.4597846
TLAHUAC,BARRIO SAN JUAN,964.22
TLAHUAC,BARRIO SAN MATEO,964.22
TLAHUAC,BARRIO SAN MIGUEL,563.84
TLAHUAC,BARRIO SAN MIGUEL PUEBLO SAN PEDRO TLAHUAC,964.22
TLAHUAC,BARRIO SANTA ANA,964.22
TLAHUAC,BARRIO SANTA ANA CENTRO,967.9426415
TLAHUAC,BARRIO SANTA ANA NORTE,1092.795473
TLAHUAC,BARRIO SANTA ANA PONIENTE,1563.641122
TLAHUAC,BARRIO SANTA ANA SUR,1563.90922
TLAHUAC,BARRIO SANTA CRUZ,204.78
TLAHUAC,BARRIO SANTIAGO,819.23
TLAHUAC,BARRIO SANTIAGO CENTRO DEL PBO SANTIAGO ZAPOTITLAN,1022.766988
TLAHUAC,BARRIO SANTIAGO NORTE DEL PBO SANTIAGO ZAPOTITLÃ¯Â¿Â½N,822.36
TLAHUAC,BARRIO SANTIAGO NORTE DEL PBO SANTIAGO ZAPOTITLï¿½N,822.36
TLAHUAC,BARRIO SANTIAGO SUR,1556.73224
TLAHUAC,BO SAN MIGUEL DEL PBO SANTA CATARINA YECAHUIZOTL,819.369913
TLAHUAC,CHICHILAULA,204.78
TLAHUAC,DEL MAR,1301.994724
TLAHUAC,EL ROSARIO,694.2720494
TLAHUAC,EL TRIANGULO DEL PBLO. DE SN. FCO. TLALTENCO,1113.270305
TLAHUAC,FRANCISCO VILLA,820.7871094
TLAHUAC,GRANJAS CABRERA,1188.338442
TLAHUAC,GUADALUPE STA CATARINA YEC,819.23
TLAHUAC,GUADALUPE TLALTENCO,964.22
TLAHUAC,JAIME TORRES BODET,562.5698566
TLAHUAC,JARDINES DEL LLANO,822.85
TLAHUAC,LA ASUNCION,822.85
TLAHUAC,LA CONCEPCION,796.4251282
TLAHUAC,LA CONCHITA ZAPOTITLAN,1531.94
TLAHUAC,LA DRAGA,397.67
TLAHUAC,LA ESTACION,1147.73235
TLAHUAC,LA HABANA,964.22
TLAHUAC,LA LUPITA,822.85
TLAHUAC,LA MEZA,204.78
TLAHUAC,LA NOPALERA,1541.912854
TLAHUAC,LA TURBA,1619.3
TLAHUAC,LAS ARBOLEDAS,1554.47858
TLAHUAC,LOPEZ PORTILLO DEL PUEBLO SAN FRANCISCO TLALTENCO,822.36
TLAHUAC,LOS OLIVOS,1401.061954
TLAHUAC,MIGUEL HIDALGO,1531.94
TLAHUAC,OJO DE AGUA,1086.680146
TLAHUAC,PEÃ¯Â¿Â½A ALTA,498.5692708
TLAHUAC,POTRERO DEL LLANO,822.85
TLAHUAC,PUEBLO SAN FRANCISCO TLALTENCO,944.7248322
TLAHUAC,PUEBLO SAN NICOLAS TETELCO,412.3798908
TLAHUAC,QUIAHUATLA,964.22
TLAHUAC,SAN ISIDRO,636.4437883
TLAHUAC,SAN JOSE TLAHUAC DEL PUEBLO SAN PEDRO TLAHUAC,964.22
TLAHUAC,SAN SEBASTIAN DEL PUEBLO SAN PEDRO TLAHUAC,1052.97
TLAHUAC,SANTA CATARINA YECAHUIZOTL,204.78
TLAHUAC,SANTA CECILIA,1014.159893
TLAHUAC,SELENE,968.34873
TLAHUAC,SELENE DEL PUEBLO SAN FRANCISCO TLALTENCO,964.22
TLAHUAC,TEOZOMA,204.78
TLAHUAC,TEPANTITLAMILCO,416.75
TLAHUAC,TIERRA BLANCA DEL PUEBLO SAN JUAN IXTAYOPAN,782.7281707
TLAHUAC,VILLA CENTROAMERICANA,1531.94
TLAHUAC,ZACATENCO,1345.158662
TLAHUAC,ZAPOTITLA,1148.05
TLAHUAC,ZONA RUSTICA,432.7847092
TLALPAN,2 DE OCTUBRE,854.5252089
TLALPAN,A M S A,3310.012353
TLALPAN,AMPLIACION FUENTES DEL PEDREGAL,7478.965698
TLALPAN,AMPLIACION ISIDRO FABELA,2103.388749
TLALPAN,ARBOLEDAS  DEL SUR,2616.89
TLALPAN,ARENAL DE GUADALUPE,3512.768494
TLALPAN,ARENAL TEPEPAN,3651.08
TLALPAN,BARRIO DE CARAMAGUEY,2926.862807
TLALPAN,BARRIO DEL NIÃ¯Â¿Â½O JESUS,2450
TLALPAN,BARRIO DEL NIï¿½O JESUS,2450
TLALPAN,BARRIO EL CAPULIN,2204.72
TLALPAN,BARRIO EL TRUENITO,1667.756882
TLALPAN,BARRIO LA FAMA,3678.160278
TLALPAN,BARRIO LA LONJA,3260.593849
TLALPAN,BARRIO SAN FERNANDO,2277.96
TLALPAN,BELISARIO DOMINGUEZ,2925.04
TLALPAN,BELISARIO DOMINGUEZ SECCION XVI,3325.918433
TLALPAN,BELVEDERE AJUSCO,931.31
TLALPAN,BOSQUES DEL PEDREGAL,848.53
TLALPAN,CANTERA PUENTE DE PIEDRA,2974.111181
TLALPAN,CHICHICASPATL,731.67
TLALPAN,CHIMALLI,3156.98
TLALPAN,CHIMILLI,931.31
TLALPAN,CLUB DE GOLF MEXICO,4068.567029
TLALPAN,COLINAS DEL AJUSCO,1427.1
TLALPAN,COLINAS DEL BOSQUE,3046.230296
TLALPAN,COMUNEROS DE SANTA URSULA,2023.68
TLALPAN,CRUZ DEL FAROL,878.5813559
TLALPAN,CUCHILLA DE PADIERNA,1045.457828
TLALPAN,CULTURA MAYA,1276.87
TLALPAN,CUMBRES DE TEPETONGO,1809.71
TLALPAN,DIAMANTE,947.65
TLALPAN,DIVISADERO,730.32
TLALPAN,DOLORES TLALI,820.998
TLALPAN,EJIDOS DE SAN PEDRO MARTIR,1682.963225
TLALPAN,EL CANTIL,252.8521898
TLALPAN,EL CHARCO,422.1944
TLALPAN,EL MIRADOR 1A SECCION,1210.08
TLALPAN,EL MIRADOR 2A SECCION,1056.09
TLALPAN,EL MIRADOR 3A SECCION,679.26
TLALPAN,EX HACIENDA COAPA,2883.46971
TLALPAN,EX HACIENDA SAN JUAN DE DIOS,2789.74
TLALPAN,FLORESTA COYOACAN,2925.04
TLALPAN,FUENTES BROTANTES,2337.005798
TLALPAN,FUENTES DE TEPEPAN,1772.970149
TLALPAN,FUENTES DEL PEDREGAL,5030.903985
TLALPAN,GRANJAS COAPA,4281.628436
TLALPAN,GUADALUPE,3173.053646
TLALPAN,HACIENDA SAN JUAN,2937.470011
TLALPAN,HEROES DE 1910,309.6713333
TLALPAN,HEROES DE PADIERNA,1427.1
TLALPAN,HEROICO COLEGIO MILITAR,1270.47
TLALPAN,ISIDRO FABELA,2291.896627
TLALPAN,JARDINES DEL AJUSCO,1708.87
TLALPAN,JARDINES EN LA MONTAÃ¯Â¿Â½A,8938.981012
TLALPAN,JARDINES EN LA MONTAï¿½A,9709.15768
TLALPAN,JUVENTUD UNIDA,1786.39
TLALPAN,LA JOYA,2461.027349
TLALPAN,LA PALMA,526.9137339
TLALPAN,LAS TORTOLAS,3078.07
TLALPAN,LOMAS DE CUILOTEPEC,848.53
TLALPAN,LOMAS DE PADIERNA,1694.872082
TLALPAN,LOMAS DE PADIERNA SUR,931.31
TLALPAN,LOMAS DEL PEDREGAL,997.6920588
TLALPAN,LOMAS DEL PEDREGAL FRAMBOYANES,3105.6
TLALPAN,LOMAS HIDALGO,931.31
TLALPAN,LOS ENCINOS,1276.87
TLALPAN,LOS VOLCANES,1554.848553
TLALPAN,MAGISTERIAL,3083.498119
TLALPAN,MAGISTERIAL COAPA,3944.64
TLALPAN,MARIA ESTHER ZUNO DE ECHEVERRIA,1223.886943
TLALPAN,MESA DE LOS HORNOS,1809.71
TLALPAN,MIGUEL HIDALGO,2506.387822
TLALPAN,MIGUEL HIDALGO 1A SECCION,2204.72
TLALPAN,MIGUEL HIDALGO 2A SECCION,2037.693984
TLALPAN,MIGUEL HIDALGO 3A SECCION,1967.381011
TLALPAN,MIGUEL HIDALGO 4A SECCION,1020.457859
TLALPAN,MIRADOR DEL VALLE,1083.93
TLALPAN,MIRADOR I,931.31
TLALPAN,MIRADOR II,931.31
TLALPAN,MOVIMIENTO ORGANIZADO DE TLALPAN,1786.39
TLALPAN,NARCISO MENDOZA,3850.966734
TLALPAN,NUEVA ORIENTAL COAPA,2953.83
TLALPAN,NUEVO RENACIMIENTO DE AXALCO,730.32
TLALPAN,PARAJE 38,686.67
TLALPAN,PARQUE DEL PEDREGAL,9428.157452
TLALPAN,PARQUE NACIONAL BOSQUE DEL PEDREGAL,4277.3575
TLALPAN,PEÃ¯Â¿Â½A POBRE,3738.132625
TLALPAN,PEDREGAL DE LAS AGUILAS,1586.24
TLALPAN,PEDREGAL DE SAN NICOLAS 1A SECCION,1143.655716
TLALPAN,PEDREGAL DE SAN NICOLAS 2A SECCION,1307.03
TLALPAN,PEDREGAL DE SAN NICOLAS 3A SECCION,1306.636188
TLALPAN,PEDREGAL DE SAN NICOLAS 4A SECCION,1234.249219
TLALPAN,PEDREGAL DE SAN NICOLAS 5A SECCION,837.2934615
TLALPAN,PEDREGAL DE SANTA URSULA XITLA,1664.164051
TLALPAN,PEï¿½A POBRE,6513.415278
TLALPAN,PLAN DE AYALA,550.43
TLALPAN,POPULAR SANTA TERESA,1699.51
TLALPAN,PRADO COAPA 1A SECCION,2953.83
TLALPAN,PRADO COAPA 2A SECCION,2997.89816
TLALPAN,PRADO COAPA 3A SECCION,2685.558015
TLALPAN,PRIMAVERA,680.1940336
TLALPAN,PUEBLO CHIMALCOYOTL,1845.913003
TLALPAN,PUEBLO LA MAGDALENA PETLACALCO,606.6554545
TLALPAN,PUEBLO PARRES EL GUARDA,253.2506612
TLALPAN,PUEBLO SAN ANDRES TOTOLTEPEC,1520.895681
TLALPAN,PUEBLO SAN LORENZO HUIPULCO,2150.919518
TLALPAN,PUEBLO SAN MIGUEL AJUSCO,599.6977739
TLALPAN,PUEBLO SAN MIGUEL TOPILEJO,514.9561622
TLALPAN,PUEBLO SAN MIGUEL XICALCO,385.3592507
TLALPAN,PUEBLO SAN PEDRO MARTIR,1449.523417
TLALPAN,PUEBLO SANTA URSULA XITLA,3117.599568
TLALPAN,RANCHO LOS COLORINES,2623.96028
TLALPAN,RESIDENCIAL ACOXPA,3311.334235
TLALPAN,RESIDENCIAL MIRAMONTES,3405.182981
TLALPAN,RESIDENCIAL VILLA COAPA,2795.98
TLALPAN,RINCON DEL PEDREGAL,7680.921181
TLALPAN,RINCONADA COAPA 1A SECCION,2513.29
TLALPAN,RINCONADA COAPA 2A SECCION,4538.125459
TLALPAN,RINCONADA EL MIRADOR,1786.39
TLALPAN,RINCONADA LAS HADAS,2795.98
TLALPAN,ROMULO SANCHEZ MIRELES,2023.68
TLALPAN,SAN BARTOLO EL CHICO,2294.717831
TLALPAN,SAN BUENAVENTURA,4018.38
TLALPAN,SAN JUAN TEPEXIMILPA,947.65
TLALPAN,SAN PEDRO APOSTOL,2277.96
TLALPAN,SANTISIMA TRINIDAD,1809.71
TLALPAN,SANTO TOMAS AJUSCO,601.8757581
TLALPAN,TECORRAL,730.32
TLALPAN,TENORIOS,3999.124327
TLALPAN,TEXCALTENCO,1809.71
TLALPAN,TLALCOLIGIA,1646.356308
TLALPAN,TLALMILLE,679.26
TLALPAN,TLALPAN,3375.137437
TLALPAN,TLALPAN CENTRO,4093.773625
TLALPAN,TLALPUENTE,725.0676955
TLALPAN,TLAXCALTENCO LA MESA,1809.71
TLALPAN,TORIELLO GUERRA,2843.550547
TLALPAN,TORRES DE PADIERNA,1661.698354
TLALPAN,VALLE DE TEPEPAN,1961.472174
TLALPAN,VALLE ESCONDIDO,3102.678492
TLALPAN,VALLE VERDE,468.122027
TLALPAN,VERANO,679.26
TLALPAN,VERGEL COAPA,3149.901288
TLALPAN,VERGEL DE COYOACAN,2790.984161
TLALPAN,VERGEL DEL SUR,3381.71
TLALPAN,VILLA COAPA,4404.993411
TLALPAN,VILLA LAZARO CARDENAS,2595.40832
TLALPAN,VILLA OLIMPICA,9841.965737
TLALPAN,VILLA TLALPAN,2840.630859
TLALPAN,VISTAS DEL PEDREGAL,848.53
TLALPAN,VIVEROS COATECTLAN,769.2813889
TLALPAN,ZACAYUCAN PEÃ¯Â¿Â½A POBRE,6673.440275
TLALPAN,ZACAYUCAN PEï¿½A POBRE,10043.78
TLALPAN,ZAPOTE 1,2672.77
TLALPAN,ZONA RUSTICA,318.8464278
VENUSTIANO CARRANZA,10 DE MAYO,4883.965693
VENUSTIANO CARRANZA,1o DE MAYO,3020.98
VENUSTIANO CARRANZA,20 DE NOVIEMBRE,3020.98
VENUSTIANO CARRANZA,24 DE ABRIL,3062.57
VENUSTIANO CARRANZA,4 ARBOLES,2048.951032
VENUSTIANO CARRANZA,5Ã¯Â¿Â½ TRAMO 20 DE NOVIEMBRE,3020.98
VENUSTIANO CARRANZA,5ï¿½ TRAMO 20 DE NOVIEMBRE,3020.98
VENUSTIANO CARRANZA,7 DE JULIO,2212.449961
VENUSTIANO CARRANZA,AARON SAENZ,3062.57
VENUSTIANO CARRANZA,ADOLFO LOPEZ MATEOS,2128.55736
VENUSTIANO CARRANZA,AERONAUTICA MILITAR,3062.57
VENUSTIANO CARRANZA,ALVARO OBREGON,3062.57
VENUSTIANO CARRANZA,AMPLIACION 20 DE NOVIEMBRE,3020.98
VENUSTIANO CARRANZA,AMPLIACION AVIACION CIVIL,2453.247248
VENUSTIANO CARRANZA,AMPLIACION CARACOL,1825.24
VENUSTIANO CARRANZA,AMPLIACION MICHOACANA,3020.98
VENUSTIANO CARRANZA,AMPLIACION PENITENCIARIA,3255.336418
VENUSTIANO CARRANZA,AMPLIACION SIMON BOLIVAR,3020.98
VENUSTIANO CARRANZA,AMPLIACION VENUSTIANO CARRANZA,3020.98
VENUSTIANO CARRANZA,AQUILES SERDAN,3020.98
VENUSTIANO CARRANZA,ARENAL 1A. SECCION,1825.24
VENUSTIANO CARRANZA,ARENAL 2A. SECCION,1825.24
VENUSTIANO CARRANZA,ARENAL 3A. SECCION,1825.24
VENUSTIANO CARRANZA,ARENAL 4A. SECCION,1825.24
VENUSTIANO CARRANZA,ARENAL PUERTO AEREO,2872.23
VENUSTIANO CARRANZA,ARPTO INT DE LA CD DE MEX-EQUIPAMIENTO,2583.85
VENUSTIANO CARRANZA,ARTES GRAFICAS,4315.334768
VENUSTIANO CARRANZA,AVIACION CIVIL,2050.59489
VENUSTIANO CARRANZA,AZTECA,3020.98
VENUSTIANO CARRANZA,CARACOL,1838.924059
VENUSTIANO CARRANZA,CUCHILLA PANTITLAN,2587.306023
VENUSTIANO CARRANZA,DAMIAN CARMONA,3020.98
VENUSTIANO CARRANZA,DEL PARQUE,2736.492658
VENUSTIANO CARRANZA,EMILIO CARRANZA,3338.946782
VENUSTIANO CARRANZA,ESCUELA DE TIRO,3020.98
VENUSTIANO CARRANZA,FEDERAL,1969.312622
VENUSTIANO CARRANZA,FELIPE ANGELES,3020.98
VENUSTIANO CARRANZA,GENERAL IGNACIO ZARAGOZA,2034.071351
VENUSTIANO CARRANZA,INDUSTRIAL PUERTO AEREO,3255.317632
VENUSTIANO CARRANZA,JAMAICA,3910.889734
VENUSTIANO CARRANZA,JANITZIO,3031.492831
VENUSTIANO CARRANZA,JARDIN BALBUENA,2939.950575
VENUSTIANO CARRANZA,LORENZO BOTURINI,3943.950365
VENUSTIANO CARRANZA,MAGDALENA MIXIUHCA,3075.346225
VENUSTIANO CARRANZA,MERCED BALBUENA,4013.401591
VENUSTIANO CARRANZA,MICHOACANA,3020.98
VENUSTIANO CARRANZA,MIGUEL HIDALGO,3020.98
VENUSTIANO CARRANZA,MOCTEZUMA 1A SECCION,2049.50926
VENUSTIANO CARRANZA,MOCTEZUMA 2A. SECCION,2741.118613
VENUSTIANO CARRANZA,MORELOS,3222.476003
VENUSTIANO CARRANZA,NICOLAS BRAVO,3103.474791
VENUSTIANO CARRANZA,PEÃ¯Â¿Â½ON DE LOS BAÃ¯Â¿Â½OS,3023.936734
VENUSTIANO CARRANZA,PEï¿½ON DE LOS BAï¿½OS,3114.244615
VENUSTIANO CARRANZA,PENITENCIARIA,3020.98
VENUSTIANO CARRANZA,PENSADOR MEXICANO,3020.98
VENUSTIANO CARRANZA,POPULAR RASTRO,3040.93552
VENUSTIANO CARRANZA,PROGRESISTA,3020.98
VENUSTIANO CARRANZA,PUEBLA,1934.200733
VENUSTIANO CARRANZA,PUEBLO DE LA MAGDALENA MIXIUHCA,3087.390027
VENUSTIANO CARRANZA,REVOLUCION,3020.98
VENUSTIANO CARRANZA,ROMERO RUBIO,3020.98
VENUSTIANO CARRANZA,SANTA CRUZ AVIACION,3228.0736
VENUSTIANO CARRANZA,SEVILLA,3093.386602
VENUSTIANO CARRANZA,SIMON BOLIVAR,3020.98
VENUSTIANO CARRANZA,TRES MOSQUETEROS,3020.98
VENUSTIANO CARRANZA,VALENTIN GOMEZ FARIAS,1985.173781
VENUSTIANO CARRANZA,VALLE GOMEZ,3020.98
VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,3020.98
VENUSTIANO CARRANZA,ZONA CENTRO,4665.831356
XOCHIMILCO,AÃ¯Â¿Â½O DE JUAREZ,1078.67
XOCHIMILCO,Aï¿½O DE JUAREZ,1078.67
XOCHIMILCO,AMPLIACION NATIVITAS,701.5246061
XOCHIMILCO,AMPLIACION SAN MARCOS NORTE,2025.175302
XOCHIMILCO,AMPLIACION TEPEPAN,2211.395961
XOCHIMILCO,BARRIO 18,2191.28
XOCHIMILCO,BARRIO 3 DE MAYO,1078.67
XOCHIMILCO,BARRIO AHUALAPA,1078.67
XOCHIMILCO,BARRIO APATLACO,1078.67
XOCHIMILCO,BARRIO BELEN,2091.08
XOCHIMILCO,BARRIO CALPULCO,1078.67
XOCHIMILCO,BARRIO CALYEQUITA,973.16714
XOCHIMILCO,BARRIO CHAPULTEPEC,536.9485714
XOCHIMILCO,BARRIO DEL PUENTE,1078.67
XOCHIMILCO,BARRIO EL CALVARIO,350.3063158
XOCHIMILCO,BARRIO EL ROSARIO,2091.08
XOCHIMILCO,BARRIO LA ASUNCION,1037.757014
XOCHIMILCO,BARRIO LA CANDELARIA,618.68
XOCHIMILCO,BARRIO LA CONCEPCION TLACOAPA,2066.153245
XOCHIMILCO,BARRIO LA GALLERA,1078.67
XOCHIMILCO,BARRIO LA GUADALUPANA,578.2577612
XOCHIMILCO,BARRIO LA GUADALUPITA,2091.08
XOCHIMILCO,BARRIO LA SANTISIMA,2091.08
XOCHIMILCO,BARRIO LAS CRUCES,440.2154054
XOCHIMILCO,BARRIO LAS FLORES,740.5974419
XOCHIMILCO,BARRIO LOS REYES,756.1007692
XOCHIMILCO,BARRIO NIÃ¯Â¿Â½OS HEROES,618.68
XOCHIMILCO,BARRIO POCITOS,1078.67
XOCHIMILCO,BARRIO SAN ANDRES,1078.67
XOCHIMILCO,BARRIO SAN ANTONIO,2099.667924
XOCHIMILCO,BARRIO SAN CRISTOBAL,2085.028527
XOCHIMILCO,BARRIO SAN DIEGO,2091.08
XOCHIMILCO,BARRIO SAN ESTEBAN,2091.08
XOCHIMILCO,BARRIO SAN JOSE PUEBLO SAN LUIS TLAXIALTEMALCO,837.1879839
XOCHIMILCO,BARRIO SAN JUAN,1294.098106
XOCHIMILCO,BARRIO SAN JUAN MINAS,1070.965111
XOCHIMILCO,BARRIO SAN JUAN MOYOTEPEC,1078.67
XOCHIMILCO,BARRIO SAN JUAN PUEBLO SAN LUIS TLAXIALTEMALCO,874.2787679
XOCHIMILCO,BARRIO SAN LORENZO,2037.279585
XOCHIMILCO,BARRIO SAN MARCOS,2232.051571
XOCHIMILCO,BARRIO SAN PEDRO,2491.394224
XOCHIMILCO,BARRIO SANTA CRUCITA,2091.08
XOCHIMILCO,BARRIO TETITLA,1078.67
XOCHIMILCO,BARRIO XALTOCAN,2200.795109
XOCHIMILCO,BOSQUE RESIDENCIAL DEL SUR,3439.4346
XOCHIMILCO,CERRILLOS PRIMERA SECCION,666.1779567
XOCHIMILCO,CERRILLOS SEGUNDA SECCION,657.5715832
XOCHIMILCO,CERRILLOS TERCERA SECCION,286.3868696
XOCHIMILCO,CRISTO REY,768.93
XOCHIMILCO,DEL CARMEN,754.7029374
XOCHIMILCO,EL ARENAL,767.3803738
XOCHIMILCO,EL JAZMIN,1052.975902
XOCHIMILCO,EL MIRADOR,1269.99805
XOCHIMILCO,EL SACRIFICIO,170.1
XOCHIMILCO,GUADALUPITA,993.62
XOCHIMILCO,HUICHAPAN,3140.02284
XOCHIMILCO,JARDINES DEL SUR,2488.706293
XOCHIMILCO,LA CAÃ¯Â¿Â½ADA,1083.14
XOCHIMILCO,LA CANDELARIA,1063.77541
XOCHIMILCO,LA CONCHA,1605.664889
XOCHIMILCO,LA NORIA,2707.667919
XOCHIMILCO,LA PLANTA,1007.777235
XOCHIMILCO,LAS ANIMAS,993.62
XOCHIMILCO,LAS MESITAS,660.52
XOCHIMILCO,LAS PERITAS,2008.2
XOCHIMILCO,LOMAS DE NATIVITAS,1061.687383
XOCHIMILCO,LOMAS DE TONALCO,1549.08
XOCHIMILCO,NATIVITAS,766.0883791
XOCHIMILCO,PASEOS DEL SUR,2740.961117
XOCHIMILCO,PBO SANTIAGO TEPALCATLALPAN U H RCDA DEL SUR,3022.088581
XOCHIMILCO,POTRERO SAN BERNARDINO,2381.167299
XOCHIMILCO,PUEBLO SAN ANDRES AHUAYUCAN,533.5328492
XOCHIMILCO,PUEBLO SAN FRANCISCO TLALNEPANTLA,323.0032817
XOCHIMILCO,PUEBLO SAN GREGORIO ATLAPULCO,1046.560761
XOCHIMILCO,PUEBLO SAN LORENZO ATEMOAYA,1321.100907
XOCHIMILCO,PUEBLO SAN LUCAS XOCHIMANCA,1250.240513
XOCHIMILCO,PUEBLO SAN LUIS TLAXIALTEMALCO,559.907177
XOCHIMILCO,PUEBLO SAN MATEO XALPA,1032.975944
XOCHIMILCO,PUEBLO SANTA CECILIA TEPETLAPA,558.3027586
XOCHIMILCO,PUEBLO SANTA CRUZ ACALPIXCA,1050.233568
XOCHIMILCO,PUEBLO SANTA CRUZ XOCHITEPEC,1527.49113
XOCHIMILCO,PUEBLO SANTA MARÃ¯Â¿Â½A NATIVITAS,1264.515325
XOCHIMILCO,PUEBLO SANTA MARIA TEPEPAN,2073.673523
XOCHIMILCO,PUEBLO SANTIAGO TEPALCATLALPAN,1901.709239
XOCHIMILCO,QUIRINO MENDOZA,993.62
XOCHIMILCO,RANCHO TEJOMULCO,1078.67
XOCHIMILCO,RINCONADA COAPA,2926.405825
XOCHIMILCO,ROSARIO TLALI,598.09
XOCHIMILCO,SAN BARTOLO EL CHICO,3395.346981
XOCHIMILCO,SAN FELIPE,834.7954678
XOCHIMILCO,SAN ISIDRO,993.62
XOCHIMILCO,SAN JERONIMO,1232.306262
XOCHIMILCO,SAN JUAN TEPEPAN,2162.880675
XOCHIMILCO,SAN LORENZO LA CEBADA,2332.182089
XOCHIMILCO,SAN LUCAS ORIENTE,1420.671339
XOCHIMILCO,SAN SALVADOR CUAUHTENCO,357.1665403
XOCHIMILCO,SANTA CRUZ CHAVARRIETA,651.9788571
XOCHIMILCO,SANTA CRUZ DE GUADALUPE,629.54
XOCHIMILCO,SANTA INES,1030.25
XOCHIMILCO,SANTIAGO TEPALCATLALPAN,699.7890549
XOCHIMILCO,SANTIAGUITO,768.93
XOCHIMILCO,TABLAS DE SAN LORENZO,2300.67
XOCHIMILCO,TETITLA DEL PUEBLO SANTA CRUZ ACALPIXCA,1078.67
XOCHIMILCO,TEXMIC,1549.08
XOCHIMILCO,TIERRA NUEVA,2078.785471
XOCHIMILCO,VALLE DE SANTA MARIA,1078.67
XOCHIMILCO,XOCHIPILLI,1078.67
XOCHIMILCO,ZONA RUSTICA,498.3396113
