alcaldia_cumplimiento,colonia_cumpliemiento,Average of valor_unitario_suelo,Average of valor_suelo
ALVARO OBREGON,1RA AMPLIACION PRESIDENTES,1545.3699999999967,275459.2132806571
ALVARO OBREGON,1RA SECCION CAÃ¯Â¿Â½ADA,1184.5530097087362,168994.67662815537
ALVARO OBREGON,1RA VICTORIA,1889.88617505997,397573.78665402083
ALVARO OBREGON,2DA AMPLIACION PRESIDENTES,1545.3699999999997,216005.42416897975
ALVARO OBREGON,2DA DEL MORAL DEL PUEBLO TETELPAN,2793.650000000011,1206405.6837775134
ALVARO OBREGON,2DA SECCION CAÃ¯Â¿Â½ADA,1177.919999999999,152075.46492631576
ALVARO OBREGON,2DO REACOMODO TLACUITLAPA,1342.3764373464455,146725.23298985156
ALVARO OBREGON,8 DE AGOSTO,3953.9244978166057,468914.2956580785
ALVARO OBREGON,ABRAHAM M GONZALEZ,2010.8000000000009,2112381.4268333334
ALVARO OBREGON,ACUEDUCTO,1563.159999999994,533967.7366913579
ALVARO OBREGON,ACUILOTLA,1863.8900000000033,181232.499265263
ALVARO OBREGON,ALCANTARILLA,2486.3358333333367,1289990.1835218512
ALVARO OBREGON,ALFONSO XIII,2596.373539468907,338172.0957700187
ALVARO OBREGON,ALTAVISTA,7560.485666666639,4313410.798347501
ALVARO OBREGON,AMPLIACION ACUEDUCTO,1499.7299999999989,225480.74762195122
ALVARO OBREGON,AMPLIACION ALPES,2462.180000000013,617955.2969304116
ALVARO OBREGON,AMPLIACION EL CAPULIN,1563.1600000000024,281166.9139118644
ALVARO OBREGON,AMPLIACION ESTADO DE HIDALGO,1476.8399999999972,233524.6061840709
ALVARO OBREGON,AMPLIACION JALALPA,803.3200000000044,153189.25345818175
ALVARO OBREGON,AMPLIACION LA CEBADA,1148.756691176468,197034.87594852943
ALVARO OBREGON,AMPLIACION LA MEXICANA,976.2946153846138,146916.09312098988
ALVARO OBREGON,AMPLIACION LAS AGUILAS,1802.4299999999923,379383.1625323723
ALVARO OBREGON,AMPLIACION LOS PIRULES,1476.8399999999979,188249.59498000005
ALVARO OBREGON,AMPLIACION PILOTO ADOLFO LOPEZ MATEOS,1326.2662080537086,262378.6617084616
ALVARO OBREGON,AMPLIACION TEPEACA,1057.8299999999952,212112.29363571416
ALVARO OBREGON,AMPLIACION TLACUITLAPA,1342.029999999999,223067.57216069364
ALVARO OBREGON,ARCOS CENTENARIO,1358.6200000000006,180786.02828148156
ALVARO OBREGON,ARTURO MARTINEZ,1880.4078021978091,244761.26329476573
ALVARO OBREGON,ARVIDE,2004.886516956919,621648.0778594866
ALVARO OBREGON,ATLAMAYA,4275.979999999992,678282.9631223087
ALVARO OBREGON,AVE REAL,1057.830000000001,224009.3379601692
ALVARO OBREGON,BALCONES DE CEHUAYO,1529.2509604519842,216825.87697175134
ALVARO OBREGON,BARRIO ALFALFAR,2582.930000000012,491741.7835212833
ALVARO OBREGON,BARRIO LA OTRA BANDA,8660.964701039737,1440097.2990139693
ALVARO OBREGON,BARRIO LORETO,9299.902144670028,10177639.020437388
ALVARO OBREGON,BARRIO NORTE,1671.3834375000165,176099.25127032425
ALVARO OBREGON,BARRIO SANTA MARIA NONOALCO,2729.6800000000007,235069.57511294648
ALVARO OBREGON,BEJERO DEL PUEBLO SANTA FE,2832.9899999999943,442459.631592766
ALVARO OBREGON,BELEM DE LAS FLORES,2033.3700000000092,723221.822472202
ALVARO OBREGON,BELLAVISTA,1659.0200000000104,334191.32849582593
ALVARO OBREGON,BONANZA,2010.7999999999977,287036.1967578949
ALVARO OBREGON,BOSQUE,1788.359999999993,162789.24976107385
ALVARO OBREGON,CALZADA JALALPA,1250.5741379310412,143066.11804642854
ALVARO OBREGON,CAMPESTRE,7643.896752136834,4704336.210820494
ALVARO OBREGON,CAMPO DE TIRO LOS GAMITOS,1153.9499999999998,221524.46029411769
ALVARO OBREGON,CANUTILLO,1659.2000000000003,104321.15928315395
ALVARO OBREGON,CANUTILLO 2DA SECCION,1809.2309216101692,268596.39492796606
ALVARO OBREGON,CANUTILLO 3RA SECCION,1659.2000000000003,333093.04902127676
ALVARO OBREGON,CARLOS A MADRAZO,4207.753796296286,1763377.4074200946
ALVARO OBREGON,CAROLA,4299.890000000009,270606.8126644443
ALVARO OBREGON,CEHUAYA,1222.3320408163258,116697.368388356
ALVARO OBREGON,CHIMALISTAC,7991.509779735601,8809175.015442282
ALVARO OBREGON,COLINA DEL SUR,2393.0300000000316,331989.60022978846
ALVARO OBREGON,COLINAS DE TARANGO,1375.087196110205,736688.0054242699
ALVARO OBREGON,COOPERATIVA UNION OLIVOS,1122.3600000000004,143948.28180000017
ALVARO OBREGON,CORPUS CHRISTY,1551.7064611259873,352808.47264162585
ALVARO OBREGON,COVE,2400.7099999999873,473306.5692430729
ALVARO OBREGON,CRISTO REY,2293.6671226414946,352931.8249469918
ALVARO OBREGON,CUEVITAS,2586.505999999975,355598.2674054523
ALVARO OBREGON,DESARROLLO URBANO,815.5115740740736,69734.35833570322
ALVARO OBREGON,DOS RIOS DEL PUEBLO DE SANTA LUCIA,1730.1999999999991,269100.70943750005
ALVARO OBREGON,EL ARBOL,1256.6139999999991,317812.6541771427
ALVARO OBREGON,EL BOSQUE 2A SECC,1788.3600000000001,180118.54412432446
ALVARO OBREGON,EL CAPULIN,2463.2019526627123,1124505.319849707
ALVARO OBREGON,EL CUERNITO,3210.05,859786212.1
ALVARO OBREGON,EL ENCINO DEL PUEBLO TETELPAN,1949.5506060606092,516016.02609180345
ALVARO OBREGON,EL MIRADOR DEL PUEBLO TETELPAN,1950.880000000001,781633.8585411767
ALVARO OBREGON,EL PIRU 2DA AMPLIACION,1320.7099999999975,183771.18519326404
ALVARO OBREGON,EL PIRU SANTA FE,1310.8561538461545,281724.63256379304
ALVARO OBREGON,EL PIRUL,1377.81,59686.354285714275
ALVARO OBREGON,EL POCITO,1125.1924324324325,238717.97444054062
ALVARO OBREGON,EL POLITOCO,1452.7803030303007,218385.1473772728
ALVARO OBREGON,EL RINCON,1635.1600000000028,289908.2907100777
ALVARO OBREGON,EL RODEO,1020.4100000000002,135268.8509264706
ALVARO OBREGON,EL RUEDO,1342.0299999999995,198464.05242244896
ALVARO OBREGON,EL TEJOCOTE,919.7062553191481,132148.05802026455
ALVARO OBREGON,ERMITA TIZAPAN,3164.3111510791628,555069.397646043
ALVARO OBREGON,ESTADO DE HIDALGO,1188.1899999999912,229278.73014174664
ALVARO OBREGON,EX HACIENDA DE TARANGO,2818.6500000000005,1236383.7780870253
ALVARO OBREGON,EX-HACIENDA DE GUADALUPE CHIMALISTAC,7977.12539708261,4249287.378522203
ALVARO OBREGON,FLOR DE MARIA,3970.9987219343693,6083571.4649703
ALVARO OBREGON,FLORIDA,6542.928865874317,4374566.247766625
ALVARO OBREGON,FRANCISCO VILLA,2010.799999999999,257204.31989907537
ALVARO OBREGON,GALEANA,1548.4879687499997,198048.67086562506
ALVARO OBREGON,GARCIMARRERO,1470.8600000000201,666710.7041802519
ALVARO OBREGON,GOLONDRINAS,973.7800000000045,92645.13677357367
ALVARO OBREGON,GOLONDRINAS 1RA SECCION,1373.5990489913545,130807.25405994244
ALVARO OBREGON,GOLONDRINAS 2DA SECCION,973.7800000000163,100547.64760424914
ALVARO OBREGON,GUADALUPE INN,10095.360553106308,1292951.3579314454
ALVARO OBREGON,HERON PROAL,1358.619999999997,217936.9742201374
ALVARO OBREGON,HIDALGO,2659.25,3307314.964524541
ALVARO OBREGON,HOGAR Y REDENCION,1642.900200626961,252736.67930357368
ALVARO OBREGON,HUEYTLALE,1732.8825174825222,332433.92861843953
ALVARO OBREGON,ISIDRO FABELA,2010.8000000000086,192484.287
ALVARO OBREGON,JALALPA EL GRANDE,1188.1899999999903,98018.52390811844
ALVARO OBREGON,JALALPA TEPITO,847.2617748917783,159845.82518246758
ALVARO OBREGON,JALALPA TEPITO 2DA AMPLIACION,1143.085158501425,174450.52175115354
ALVARO OBREGON,JARDINES DEL PEDREGAL,4925.414918658768,7173679.143182553
ALVARO OBREGON,JOSE MARIA PINO SUAREZ,1929.6938623104113,1492655.2557262487
ALVARO OBREGON,LA ANGOSTURA,1648.4216867469972,2565333.385656224
ALVARO OBREGON,LA ARAÃ¯Â¿Â½A,1476.8399999999974,134855.50079999998
ALVARO OBREGON,LA CASCADA,1395.1300000000026,157578.55697173343
ALVARO OBREGON,LA CONCHITA,2047.4799999999918,202307.6173213272
ALVARO OBREGON,LA ESTRELLA,2209.9445606694553,185760.2838096639
ALVARO OBREGON,LA HERRADURA DEL PUEBLO TETELPAN,2121.600000000003,418640.56904347835
ALVARO OBREGON,LA HUERTA,1282.279999999999,236796.20516190468
ALVARO OBREGON,LA JOYA,2010.8000000000102,8522819.43070436
ALVARO OBREGON,LA JOYITA DEL PUEBLO TETELPAN,1775.4000000000003,481456.7472758624
ALVARO OBREGON,LA MARTINICA,1455.6857871064442,297250.78269625193
ALVARO OBREGON,LA MEXICANA,1150.326901041673,229113.36839010438
ALVARO OBREGON,LA MEXICANA 2DA AMPLIACION,1028.367727272727,176072.69073409095
ALVARO OBREGON,LA MILAGROSA,1119.8399999999976,117972.77989333334
ALVARO OBREGON,LA PALMITA,941.9299999999954,116181.64365902425
ALVARO OBREGON,LA PEÃ¯Â¿Â½ITA DEL PUEBLO TETELPAN,1859.3252173913065,650825.3865056606
ALVARO OBREGON,LA PEï¿½ITA DEL PUEBLO TETELPAN,1775.4,622455.4
ALVARO OBREGON,LA PRESA,1349.7099999999994,277490.41240206896
ALVARO OBREGON,LADERA,1153.9499999999996,228041.23192307694
ALVARO OBREGON,LAS AGUILAS,2550.7109053638387,1283642.4347624837
ALVARO OBREGON,LAS AGUILAS 1RA SECCION,2393.9300000000176,828466.366613391
ALVARO OBREGON,LAS AGUILAS 2DO PARQUE,894.392432432432,14901119.11037838
ALVARO OBREGON,LAS AGUILAS 3ER PARQUE,1969.2128767123456,283899.1008682923
ALVARO OBREGON,LAS AMERICAS,3627.640000000011,27621332.61273919
ALVARO OBREGON,LIBERACION PROLETARIA,1133.390000000006,138836.5887315536
ALVARO OBREGON,LIBERALES DE 1857,1545.1799999999973,187908.26176744202
ALVARO OBREGON,LLANO REDONDO,1849.3795555555648,592286.1958666638
ALVARO OBREGON,LOMAS AXOMIATLA,2219.665889046974,1430125.1846283667
ALVARO OBREGON,LOMAS DE BECERRA,2605.6370111731917,112455.81906208454
ALVARO OBREGON,LOMAS DE CAPULA,1377.810000000021,316868.17443537514
ALVARO OBREGON,LOMAS DE CHAMONTOYA,859.1687839305229,163094.27459927724
ALVARO OBREGON,LOMAS DE GUADALUPE,2167.6200000000026,799833.639453831
ALVARO OBREGON,LOMAS DE LA ERA,1059.24140190791,243294.64278544075
ALVARO OBREGON,LOMAS DE LAS AGUILAS,1936.78000000002,531813.9631621949
ALVARO OBREGON,LOMAS DE LOS ANGELES PUEBLO TETELPAN,2113.3263195691375,398094.6362450445
ALVARO OBREGON,LOMAS DE LOS CEDROS,1046.3199999999986,198905.79411438984
ALVARO OBREGON,LOMAS DE NUEVO MEXICO,1133.3900000000062,291950.6101967289
ALVARO OBREGON,LOMAS DE PLATEROS,4232.808851073835,358273.9487845644
ALVARO OBREGON,LOMAS DE PUERTA GRANDE,1365.529999999999,1533028.97209041
ALVARO OBREGON,LOMAS DE SAN ANGEL INN,4130.518405603788,8814938.627875557
ALVARO OBREGON,LOMAS DE SAN BERNABE,1043.6699999999987,234738.016490625
ALVARO OBREGON,LOMAS DE SANTA FE,5086.319999999992,2812025.4802394165
ALVARO OBREGON,LOMAS DE TARANGO,1968.7466881720447,1050244.544891183
ALVARO OBREGON,LOS ALPES,4942.232829028239,6897959.2400607485
ALVARO OBREGON,LOS CEDROS,1476.5969105691029,213787.29376097576
ALVARO OBREGON,LOS GAMITOS,1282.279999999999,255784.1967826087
ALVARO OBREGON,LOS JURISTAS,1365.5299999999993,121366.94087000002
ALVARO OBREGON,MARGARITA MAZA DE JUAREZ,1206.9802222222213,222878.2930800001
ALVARO OBREGON,MARIA G DE GARCIA RUIZ,2010.800000000003,259638.2733604061
ALVARO OBREGON,MARTIRES DE TACUBAYA,2010.7999999999981,257570.68399999995
ALVARO OBREGON,MERCED GOMEZ,2986.1554759279097,1001572.1619658447
ALVARO OBREGON,MIGUEL GAONA ARMENTA,1418.7200000000005,123699.6644413793
ALVARO OBREGON,MIGUEL HIDALGO,2283.3700000000204,245082.91049142843
ALVARO OBREGON,MINAS CRISTO REY,1463.3066324435417,941855.8685681717
ALVARO OBREGON,MOLINO DE ROSAS,2768.639999999987,433750.9645848568
ALVARO OBREGON,MOLINO DE SANTO DOMINGO,2000.1175600310057,279842.756670396
ALVARO OBREGON,OCOTILLOS DEL PUEBLO TETELPAN,1846.898035714282,772216.0778750003
ALVARO OBREGON,OLIVAR DE LOS PADRES,3015.9626844094173,2399093.111361478
ALVARO OBREGON,OLIVAR DEL CONDE 1RA SECCION,2081.025583333325,423401.58690148516
ALVARO OBREGON,OLIVAR DEL CONDE 2DA SECCION,1435.2799999999743,287289.30103782663
ALVARO OBREGON,PALMAS,1483.0499999999988,294087.3319500002
ALVARO OBREGON,PALMAS AXOTITLA,1142.4704629629687,110079.86934753107
ALVARO OBREGON,PARAISO,2010.8000000000034,413280.2669162861
ALVARO OBREGON,PASEO DE LAS LOMAS,11054.146703296783,3265787.0281175263
ALVARO OBREGON,PILOTO ADOLFO LOPEZ MATEOS,1362.907793030619,285632.370997037
ALVARO OBREGON,PIRU SANTA LUCIA,1430.9184090909077,254642.27524545463
ALVARO OBREGON,POLVORA,2047.4799999999939,289940.5479798327
ALVARO OBREGON,PONCIANO ARRIAGA,1358.6199999999994,169003.27053333333
ALVARO OBREGON,PRECONCRETO,2166.2285600000127,346213.4406792002
ALVARO OBREGON,PRESIDENTES,1545.3700000000047,264702.6992240869
ALVARO OBREGON,PROFESOR J ARTURO LOPEZ MARTINEZ,855.599999999996,75196.2113944954
ALVARO OBREGON,PROGRESO TIZAPAN,3441.4696877911942,735608.940919148
ALVARO OBREGON,PUEBLO AXOTLA,4776.542339108845,6106237.711187909
ALVARO OBREGON,PUEBLO NUEVO,1897.030000000007,651435.0756243387
ALVARO OBREGON,PUEBLO SANTA FE,2871.5725423728472,9020012.434064874
ALVARO OBREGON,PUEBLO SANTA LUCIA,1252.5273374787846,598029.5539393219
ALVARO OBREGON,PUEBLO SANTA LUCIA CHANTEPEC,1735.2199999999807,225254.95276281875
ALVARO OBREGON,PUEBLO SANTA ROSA XOCHIAC,853.3354279279243,471564.4330587303
ALVARO OBREGON,PUEBLO TETELPAN,2003.5116591166209,699830.7922043855
ALVARO OBREGON,PUEBLO TIZAPAN,4713.112641815259,3082316.449732503
ALVARO OBREGON,PUEBLO TLACOPAC,6541.240000000055,4616993.3957168795
ALVARO OBREGON,PUENTE COLORADO,1923.623496280562,489846.148699679
ALVARO OBREGON,PUERTA GRANDE,1260.5756670602116,136415.53649704496
ALVARO OBREGON,PUNTA DE CEGUAYA,1103.3517627118647,198609.5725837288
ALVARO OBREGON,RANCHO DEL CARMEN DEL PUEBLO SAN BARTOLO AMEYALCO,3833.9200000000005,4337036.024931869
ALVARO OBREGON,RANCHO SAN FRANCISCO DEL PBLO SAN BARTOLO AMEYALCO,8586.93303846153,17355407.29949151
ALVARO OBREGON,REACOMODO EL CUERNITO,1424.289999999995,132684.85408249352
ALVARO OBREGON,REACOMODO PINO SUAREZ,2032.0750450450478,209296.42158378378
ALVARO OBREGON,REACOMODO VALENTIN GOMEZ FARIAS,1375.0100000000054,191527.03779010623
ALVARO OBREGON,REAL DEL MONTE,1499.7299999999964,4701756.001244868
ALVARO OBREGON,RINCON DE LA BOLSA,1233.2000000000028,246158.32942187498
ALVARO OBREGON,RINCONADA DE TARANGO,2290.920000000002,982399.8679421054
ALVARO OBREGON,RINCONADA LAS CUEVITAS,1342.030000000012,201551.23775354112
ALVARO OBREGON,SACRAMENTO,2582.9300000000044,18321228.269799147
ALVARO OBREGON,SAN AGUSTIN DEL PUEBLO TETELPAN,2943.727703115484,736973.4997896708
ALVARO OBREGON,SAN ANGEL,8962.616914708575,6482484.42838225
ALVARO OBREGON,SAN ANGEL INN,7875.2798569157085,17594734.82065422
ALVARO OBREGON,SAN BARTOLO AMEYALCO,1424.535061774627,1113913.043106229
ALVARO OBREGON,SAN CLEMENTE NORTE,2354.6800000000053,386032.76185927936
ALVARO OBREGON,SAN CLEMENTE SUR,2201.0477437325967,280828.1497350703
ALVARO OBREGON,SAN GABRIEL,2931.459999999998,1699682.7336322467
ALVARO OBREGON,SAN JERONIMO ACULCO,4409.03701333333,830755.1925042763
ALVARO OBREGON,SAN JOSE DEL OLIVAR,2361.9500000000075,516294.15548641275
ALVARO OBREGON,SAN MATEO,6513.899571428611,6858729.386180001
ALVARO OBREGON,SAN PEDRO DE LOS PINOS,4299.889999999999,2185834.2909120033
ALVARO OBREGON,SANTA FE,12627.561844512044,298754120.62935835
ALVARO OBREGON,SANTA FE CENTRO CIUDAD,15097.158503240942,10225049.008915488
ALVARO OBREGON,SANTA FE LA LOMA,9130.292715095326,3742912.8904067297
ALVARO OBREGON,SANTA FE PEÃ¯Â¿Â½A BLANCA,15154.252602230472,2657865.416707434
ALVARO OBREGON,SANTA FE PEï¿½A BLANCA,15079.597971014484,136124157.71336553
ALVARO OBREGON,SANTA FE TLAYAPACA,9402.069999999989,1272404298.3892405
ALVARO OBREGON,SANTA LUCIA CHANTEPEC,1119.8399999999972,97913.96704864854
ALVARO OBREGON,TARANGO,2099.7967299177676,1479470.583323986
ALVARO OBREGON,TECALCAPA DEL PUEBLO TETELPAN,2982.2,8155810.026000001
ALVARO OBREGON,TECOLALCO,1282.279999999999,218885.64750704233
ALVARO OBREGON,TEPEACA,1251.9952112676033,263070.10150845075
ALVARO OBREGON,TEPOPOTLA,974.5653050397856,112707.25722872387
ALVARO OBREGON,TIZAMPAMPANO DEL PUEBLO TETELPAN,2793.650000000013,514544.11714150995
ALVARO OBREGON,TLACOYAQUE,1014.499625425657,211916.451969659
ALVARO OBREGON,TLACUITLAPA,1329.0396866096983,531267.8641514361
ALVARO OBREGON,TLAPECHICO,1320.7099999999984,328319.36956919584
ALVARO OBREGON,TOLTECA,1788.3599999999929,770918.3974196082
ALVARO OBREGON,TORRES DE POTRERO,1351.6239200415519,460951.9667628385
ALVARO OBREGON,VERDUN,2348.75,788850.6219241567
ALVARO OBREGON,VILLA PROGRESISTA,1342.0299999999993,99089.28580746271
ALVARO OBREGON,VILLA SOLIDARIDAD,959.2011764705891,71637.99411999999
ALVARO OBREGON,ZENON DELGADO,2010.7999999999963,356163.3065248229
ALVARO OBREGON,ZONA FEDERAL,876.6614285714271,820440.4699846144
ALVARO OBREGON,ZONA RUSTICA,2012.6729032258067,15457728.19651613
AZCAPOTZALCO,AGUILERA,2609.613033033033,534982.5952657653
AZCAPOTZALCO,ALDANA,1945.9044897959207,377509.7777108381
AZCAPOTZALCO,AMPLIACION COSMOPOLITA,2729.5305376344177,570731.7229951613
AZCAPOTZALCO,AMPLIACION DEL GAS,1832.419999999996,355699.8075190273
AZCAPOTZALCO,AMPLIACION PETROLERA,2353.030000000005,1091032.1759650032
AZCAPOTZALCO,AMPLIACION SAN PEDRO XALPA,1820.2099999999966,432073.07499965635
AZCAPOTZALCO,ANGEL ZIMBRON,2753.0005056179803,624627.2708436446
AZCAPOTZALCO,ARENAL,2318.070000000021,963728.5327403657
AZCAPOTZALCO,BARRIO COLTONGO,2467.219999999989,1534297.701130664
AZCAPOTZALCO,BARRIO HUAUTLA DE LAS SALINAS,2369.7323529411738,10822298.304276472
AZCAPOTZALCO,BARRIO LOS REYES,2355,440887.23407939187
AZCAPOTZALCO,BARRIO NEXTENGO,2748.9900000000216,740071.9565338138
AZCAPOTZALCO,BARRIO SAN ANDRES,2541.939999999996,525727.1007584707
AZCAPOTZALCO,BARRIO SAN BERNABE,2966.4776036866388,1993568.5592345647
AZCAPOTZALCO,BARRIO SAN MARCOS,2541.9400000000073,278521.42761697405
AZCAPOTZALCO,BARRIO SAN MATEO,2661.936732919257,205867.68701019854
AZCAPOTZALCO,BARRIO SANTA APOLONIA,2456.043992994738,1661526.2687492133
AZCAPOTZALCO,BARRIO SANTA LUCIA,2159.839999999997,1569650.3732881367
AZCAPOTZALCO,CENTRO DE AZCAPOTZALCO,3111.169999999976,1042503.1506471745
AZCAPOTZALCO,CLAVERIA,2649.885044378716,716259.2059225857
AZCAPOTZALCO,COLTONGO,2467.2199999999834,7546796.326230715
AZCAPOTZALCO,COSMOPOLITA,2651.236543209878,357480.24658662546
AZCAPOTZALCO,DEL GAS,1832.1378894109093,141863.32089584053
AZCAPOTZALCO,DEL MAESTRO,2213.85999999999,298076.4096405939
AZCAPOTZALCO,DEL RECREO,2510.089999999988,332143.5511255793
AZCAPOTZALCO,EL JAGUEY,2648.035294117642,792468.1616714272
AZCAPOTZALCO,EL ROSARIO,3156.4786564171145,823911.1103919786
AZCAPOTZALCO,ESTACION PANTACO,2325.5678633301213,11513326.97980577
AZCAPOTZALCO,EUZKADI,2581.3000000000065,701619.2741288517
AZCAPOTZALCO,EX-HACIENDA EL ROSARIO,2550.0950497935455,214618.43542847404
AZCAPOTZALCO,FERRERIA,2015.5499999999934,424183.6973809527
AZCAPOTZALCO,IGNACIO ALLENDE,1832.4199999999946,327698.5304280851
AZCAPOTZALCO,INDUSTRIAL SAN ANTONIO,2353.0300000000025,2549816.5465249405
AZCAPOTZALCO,INDUSTRIAL VALLEJO,2447.9035691318018,36546420.33238882
AZCAPOTZALCO,JARDIN AZPEITIA,2459.830249687888,721739.3586242804
AZCAPOTZALCO,LA PRECIOSA,1989.3400000000145,315634.938479323
AZCAPOTZALCO,LA RAZA,2159.694876325081,360814.5109411659
AZCAPOTZALCO,LAS SALINAS,2697.5200000000104,9341325.01308881
AZCAPOTZALCO,LIBERACION,1843.1592656587495,291281.36276825063
AZCAPOTZALCO,LIBERTAD,2319.8739219330764,378360.34285735595
AZCAPOTZALCO,MONTE ALTO,2581.2999999999956,417035.6346562501
AZCAPOTZALCO,NUEVA EL ROSARIO,2541.939999999998,2918462.74702037
AZCAPOTZALCO,NUEVA ESPAÃ¯Â¿Â½A,2541.9399999999864,518835.9066741237
AZCAPOTZALCO,NUEVA ESPAï¿½A,2541.94,2550201.25
AZCAPOTZALCO,NUEVA SANTA MARIA,2750.95473114119,325385.1841676875
AZCAPOTZALCO,NUEVO BARRIO SAN RAFAEL,2354.239999999998,244825.5118024215
AZCAPOTZALCO,OBRERO POPULAR,2566.2742507288617,697024.6174610485
AZCAPOTZALCO,PASTEROS,1878.8300000000088,265802.93213610165
AZCAPOTZALCO,PATRIMONIO FAMILIAR,2318.070000000005,434847.6227548873
AZCAPOTZALCO,PETROLERA,2362.5400000000054,531853.6729182545
AZCAPOTZALCO,PLENITUD,2167.9201901140677,553152.6074201901
AZCAPOTZALCO,PORVENIR,1893.392441679625,299504.90543603693
AZCAPOTZALCO,POTRERO DEL LLANO,2674.3845539906133,392861.41529716994
AZCAPOTZALCO,PRADOS DEL ROSARIO,2998.4389994620783,238810.866841743
AZCAPOTZALCO,PRO HOGAR,3101.8213895993026,558060.4509824794
AZCAPOTZALCO,PROVIDENCIA,1747.6600000000076,1876072.1606290783
AZCAPOTZALCO,PUEBLO SAN ANDRES,2541.9399999999955,437540.86898178735
AZCAPOTZALCO,PUEBLO SAN ANDRES DE LAS SALINAS,2316.2701449275346,7089157.533643479
AZCAPOTZALCO,PUEBLO SAN BARTOLO CAHUALTONGO,2362.5400000000036,263391.39188028185
AZCAPOTZALCO,PUEBLO SAN FRANCISCO TETECALA,2499.053073929942,799229.1618149834
AZCAPOTZALCO,PUEBLO SAN FRANCISCO XOCOTITLA,2117.9799999999923,508997.6185543762
AZCAPOTZALCO,PUEBLO SAN JUAN TLIHUACA,2597.2400000000043,573123.6323328709
AZCAPOTZALCO,PUEBLO SAN MARTIN XOCHINAHUAC,2541.9399999999987,4372593.437068348
AZCAPOTZALCO,PUEBLO SAN MIGUEL AMANTLA,1761.1100000000015,1293689.5316293584
AZCAPOTZALCO,PUEBLO SAN PEDRO XALPA,1789.8200000000038,204209.41939922806
AZCAPOTZALCO,PUEBLO SANTA BARBARA,2421.8428602462063,5062629.6760566775
AZCAPOTZALCO,PUEBLO SANTA CATARINA,2541.939999999992,465995.49780312914
AZCAPOTZALCO,PUEBLO SANTA CRUZ ACAYUCAN,2171.1690432098694,1430271.1441510834
AZCAPOTZALCO,PUEBLO SANTA MARIA MALINALCO,1885.2000000000319,311858.50207989744
AZCAPOTZALCO,PUEBLO SANTIAGO AHUIZOTLA,1702.0704752475247,606713.3385533665
AZCAPOTZALCO,PUEBLO SANTO DOMINGO,2867.104615384637,1644062.680911296
AZCAPOTZALCO,REYNOSA TAMAULIPAS,2541.9399999999996,458478.2563959567
AZCAPOTZALCO,SAN ALVARO,2549.589234997723,360943.2122618052
AZCAPOTZALCO,SAN ANTONIO,2362.5400000000027,4162163.855130738
AZCAPOTZALCO,SAN RAFAEL,2354.239999999996,599193.0424114285
AZCAPOTZALCO,SAN SALVADOR XOCHIMANCA,2758.243521126759,12666245.517038036
AZCAPOTZALCO,SAN SEBASTIAN,2541.939999999996,418888.4151245258
AZCAPOTZALCO,SANTA CRUZ DE LAS SALINAS,2532.2963758389305,35154302.109782554
AZCAPOTZALCO,SANTA INES,1448.319999999998,376326.63885906397
AZCAPOTZALCO,SANTO TOMAS,2541.9399999999973,2960288.1678254935
AZCAPOTZALCO,SECTOR NAVAL,2519.1047577092468,558299.0183910712
AZCAPOTZALCO,SINDICATO MEXICANO DE ELECTRICISTAS,2285.6604267310795,315921.2465842741
AZCAPOTZALCO,TEZOZOMOC,1989.339999999997,254000.01754690293
AZCAPOTZALCO,TIERRA NUEVA,2519.1458646616547,511642.78707794746
AZCAPOTZALCO,TLATILCO,1832.419999999996,386134.4641728103
AZCAPOTZALCO,TRABAJADORES DE HIERRO,2581.300000000008,417316.09203560377
AZCAPOTZALCO,UN HOGAR PARA CADA TRABAJADOR,2779.60000000001,367533.03735682834
AZCAPOTZALCO,UNIDAD CUITLAHUAC,4434.633159196293,475349.03810021543
AZCAPOTZALCO,VICTORIA DE LAS DEMOCRACIAS,2235.0622072071965,2133812.7238234268
BENITO JUAREZ,8 DE AGOSTO,5842.167993442609,350123.0942592725
BENITO JUAREZ,ACACIAS,8526.629363057296,946087.6001560261
BENITO JUAREZ,ACTIPAN,7586.2734752981405,1107077.9264007276
BENITO JUAREZ,ALAMOS,5491.473472704999,474975.8504214281
BENITO JUAREZ,ALBERT,3691.1651567749127,336178.5569648912
BENITO JUAREZ,AMERICAS UNIDAS,4224.04439130432,762038.5685996378
BENITO JUAREZ,AMPLIACION NAPOLES,9109.820396494133,1954435.100219902
BENITO JUAREZ,ATENOR SALAS,3954.6458169934695,311566.11802952783
BENITO JUAREZ,CIUDAD DE LOS DEPORTES,7445.925910499194,2819363.7805395513
BENITO JUAREZ,CREDITO CONSTRUCTOR,6365.582519684995,3515117.0976214497
BENITO JUAREZ,DE CORTES,2805.9113917525765,410076.834318088
BENITO JUAREZ,DEL CARMEN,3746.325678571424,329895.69496702513
BENITO JUAREZ,DEL LAGO,4242.908290598293,251160.51182848992
BENITO JUAREZ,DEL VALLE CENTRO,7505.658090430195,1280464.1889108093
BENITO JUAREZ,DEL VALLE NORTE,7761.262135979286,817822.6103756374
BENITO JUAREZ,DEL VALLE SUR,9266.730915542988,1907987.4545675952
BENITO JUAREZ,ERMITA,3372.500454545454,398944.0327904066
BENITO JUAREZ,EXTREMADURA INSURGENTES,7031.8782409012565,2259678.253956333
